Month,Year,Region,Dengue_Cases
Oct,2013,CAR,17.46943
Nov,2013,CAR,109.109913
Dec,2013,CAR,114.883707
Jan,2014,CAR,2.57312
Feb,2014,CAR,19.516875
Mar,2014,CAR,51.559505
Apr,2014,CAR,45.442276
May,2014,CAR,44.908232
Jun,2014,CAR,50.151571
Jul,2014,CAR,17.526348
Aug,2014,CAR,89.913563
Sep,2014,CAR,58.404976
Oct,2014,CAR,0.048549
Nov,2014,CAR,7.622262
Dec,2014,CAR,20.050919
Jan,2015,CAR,13.760357
Feb,2015,CAR,20.927209
Mar,2015,CAR,33.158637
Apr,2015,CAR,12.183649
May,2015,CAR,72.002978
Jun,2015,CAR,27.18626
Jul,2015,CAR,0
Aug,2015,CAR,3.057857
Sep,2015,CAR,8.456886
Oct,2015,CAR,12.183649
Nov,2015,CAR,11.036953
Dec,2015,CAR,21.83501
Jan,2016,CAR,14.581579
Feb,2016,CAR,44.59141
Mar,2016,CAR,10.677479
Apr,2016,CAR,0
May,2016,CAR,2.116681
Jun,2016,CAR,3.621876
Jul,2016,CAR,5.973744
Aug,2016,CAR,7.149678
Sep,2016,CAR,6.39708
Oct,2016,CAR,9.219321
Nov,2016,CAR,34.572454
Dec,2016,CAR,5.597445
Jan,2008,CARAGA,2.769993
Feb,2008,CARAGA,2.947556
Mar,2008,CARAGA,13.992014
Apr,2008,CARAGA,5.113832
May,2008,CARAGA,5.291396
Jun,2008,CARAGA,13.352785
Jul,2008,CARAGA,16.690981
Aug,2008,CARAGA,18.715206
Sep,2008,CARAGA,40.484507
Oct,2008,CARAGA,1.811149
Nov,2008,CARAGA,1.882174
Dec,2008,CARAGA,10.369716
Jan,2009,CARAGA,3.774279
Feb,2009,CARAGA,3.914067
Mar,2009,CARAGA,12.895452
Apr,2009,CARAGA,12.580929
May,2009,CARAGA,13.175028
Jun,2009,CARAGA,25.860798
Jul,2009,CARAGA,1.572616
Aug,2009,CARAGA,3.075338
Sep,2009,CARAGA,9.50559
Oct,2009,CARAGA,2.690921
Nov,2009,CARAGA,3.949014
Dec,2009,CARAGA,12.371246
Jan,2010,CARAGA,11.656715
Feb,2010,CARAGA,8.974639
Mar,2010,CARAGA,20.356269
Apr,2010,CARAGA,1.47858
May,2010,CARAGA,2.063135
Jun,2010,CARAGA,6.670804
Jul,2010,CARAGA,3.060317
Aug,2010,CARAGA,2.406991
Sep,2010,CARAGA,8.286927
Oct,2010,CARAGA,15.370359
Nov,2010,CARAGA,5.742393
Dec,2010,CARAGA,15.43913
Jan,2011,CARAGA,0.980946
Feb,2011,CARAGA,3.247269
Mar,2011,CARAGA,5.716547
Apr,2011,CARAGA,1.826589
May,2011,CARAGA,3.687004
Jun,2011,CARAGA,9.065294
Jul,2011,CARAGA,23.441226
Aug,2011,CARAGA,6.79897
Sep,2011,CARAGA,17.014339
Oct,2011,CARAGA,1.623635
Nov,2011,CARAGA,3.111967
Dec,2011,CARAGA,9.369725
Jan,2012,CARAGA,2.328967
Feb,2012,CARAGA,5.855687
Mar,2012,CARAGA,10.912872
Apr,2012,CARAGA,32.239551
May,2012,CARAGA,8.983157
Jun,2012,CARAGA,23.622375
Jul,2012,CARAGA,1.696818
Aug,2012,CARAGA,3.16074
Sep,2012,CARAGA,10.813059
Oct,2012,CARAGA,4.059056
Nov,2012,CARAGA,10.313995
Dec,2012,CARAGA,9.81493
Jan,2013,CARAGA,41.986872
Feb,2013,CARAGA,14.595592
Mar,2013,CARAGA,25.165943
Apr,2013,CARAGA,1.210845
May,2013,CARAGA,5.170636
Jun,2013,CARAGA,11.781196
Jul,2013,CARAGA,3.828889
Aug,2013,CARAGA,11.944823
Sep,2013,CARAGA,10.635802
Oct,2013,CARAGA,49.448296
Nov,2013,CARAGA,18.424481
Dec,2013,CARAGA,31.351071
Jan,2014,CARAGA,1.609777
Feb,2014,CARAGA,5.280067
Mar,2014,CARAGA,11.719174
Apr,2014,CARAGA,3.058576
May,2014,CARAGA,9.94842
Jun,2014,CARAGA,8.918162
Jul,2014,CARAGA,23.309566
Aug,2014,CARAGA,24.565191
Sep,2014,CARAGA,22.762241
Oct,2014,CARAGA,2.189296
Nov,2014,CARAGA,6.084956
Dec,2014,CARAGA,7.469364
Jan,2015,CARAGA,3.168463
Feb,2015,CARAGA,10.550983
Mar,2015,CARAGA,7.604312
Apr,2015,CARAGA,21.545551
May,2015,CARAGA,28.516171
Jun,2015,CARAGA,19.390996
Jul,2015,CARAGA,3.580364
Aug,2015,CARAGA,4.435849
Sep,2015,CARAGA,4.404164
Oct,2015,CARAGA,3.073409
Nov,2015,CARAGA,10.487614
Dec,2015,CARAGA,5.069541
Jan,2016,CARAGA,20.992741
Feb,2016,CARAGA,31.130395
Mar,2016,CARAGA,20.150536
Apr,2016,CARAGA,1.559639
May,2016,CARAGA,10.293618
Jun,2016,CARAGA,3.36882
Jul,2016,CARAGA,4.211025
Aug,2016,CARAGA,10.823895
Sep,2016,CARAGA,11.229401
Oct,2016,CARAGA,14.629414
Nov,2016,CARAGA,38.304735
Dec,2016,CARAGA,15.346848
Jan,2008,NCR,12.037927
Feb,2008,NCR,6.065511
Mar,2008,NCR,8.500309
Apr,2008,NCR,21.641057
May,2008,NCR,16.255857
Jun,2008,NCR,9.35965
Jul,2008,NCR,7.991866
Aug,2008,NCR,11.13562
Sep,2008,NCR,9.30236
Oct,2008,NCR,8.571921
Nov,2008,NCR,4.189285
Dec,2008,NCR,4.22509
Jan,2009,NCR,13.777076
Feb,2009,NCR,12.642493
Mar,2009,NCR,7.075286
Apr,2009,NCR,3.699726
May,2009,NCR,8.301481
Jun,2009,NCR,7.448782
Jul,2009,NCR,4.968204
Aug,2009,NCR,3.016158
Sep,2009,NCR,3.213477
Oct,2009,NCR,10.274668
Nov,2009,NCR,11.733418
Dec,2009,NCR,5.440359
Jan,2010,NCR,1.941487
Feb,2010,NCR,4.957727
Mar,2010,NCR,5.352958
Apr,2010,NCR,3.473876
May,2010,NCR,2.14257
Jun,2010,NCR,2.295116
Jul,2010,NCR,6.261297
Aug,2010,NCR,8.632685
Sep,2010,NCR,4.65957
Oct,2010,NCR,1.220364
Nov,2010,NCR,3.238124
Dec,2010,NCR,2.946901
Jan,2011,NCR,2.946666
Feb,2011,NCR,3.505987
Mar,2011,NCR,2.07358
Apr,2011,NCR,4.099413
May,2011,NCR,11.350122
Jun,2011,NCR,4.815616
Jul,2011,NCR,1.070895
Aug,2011,NCR,2.97395
Sep,2011,NCR,2.435092
Oct,2011,NCR,6.227561
Nov,2011,NCR,6.98469
Dec,2011,NCR,2.271388
Jan,2012,NCR,7.380028
Feb,2012,NCR,17.369902
Mar,2012,NCR,8.72856
Apr,2012,NCR,0.919149
May,2012,NCR,4.756763
Jun,2012,NCR,3.233794
Jul,2012,NCR,10.010001
Aug,2012,NCR,10.848641
Sep,2012,NCR,10.291784
Oct,2012,NCR,15.404131
Nov,2012,NCR,34.142692
Dec,2012,NCR,22.274266
Jan,2013,NCR,2.580261
Feb,2013,NCR,12.439368
Mar,2013,NCR,9.22559
Apr,2013,NCR,13.574419
May,2013,NCR,11.687067
Jun,2013,NCR,31.504267
Jul,2013,NCR,37.535875
Aug,2013,NCR,39.990753
Sep,2013,NCR,25.22849
Oct,2013,NCR,5.800639
Nov,2013,NCR,22.140095
Dec,2013,NCR,17.335926
Jan,2014,NCR,12.211935
Feb,2014,NCR,11.608155
Mar,2014,NCR,43.712366
Apr,2014,NCR,31.636768
May,2014,NCR,33.149464
Jun,2014,NCR,24.534239
Jul,2014,NCR,6.862316
Aug,2014,NCR,37.557706
Sep,2014,NCR,17.990044
Oct,2014,NCR,9.115129
Nov,2014,NCR,12.075598
Dec,2014,NCR,27.721937
Jan,2015,NCR,19.301873
Feb,2015,NCR,27.026455
Mar,2015,NCR,19.23798
Apr,2015,NCR,8.970483
May,2015,NCR,38.616524
Jun,2015,NCR,14.66329
Jul,2015,NCR,7.91626
Aug,2015,NCR,7.277336
Sep,2015,NCR,19.953575
Oct,2015,NCR,11.845638
Nov,2015,NCR,15.806962
Dec,2015,NCR,13.851857
Jan,2016,NCR,9.196055
Feb,2016,NCR,21.864219
Mar,2016,NCR,13.674572
Apr,2016,NCR,4.132564
May,2016,NCR,5.541535
Jun,2016,NCR,0.05661
Jul,2016,NCR,7.982075
Aug,2016,NCR,10.126983
Sep,2016,NCR,9.900541
Oct,2016,NCR,8.460119
Nov,2016,NCR,7.541772
Dec,2016,NCR,7.831114
